interaction_id,customer_id,campaign_name,channel,event_date,sent,opened,clicked,converted,order_value,spend
INT100247,SWGY12379,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-22,1,0,0,0,0.0,4.36
INT100248,SWGY10740,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2023-10-15,1,1,1,1,132.23,5.54
INT100249,SWGY13186,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-02-08,1,0,0,0,0.0,4.01
INT100250,SWGY15833,IPL_2025_SPONSORSHIP,Push Notification (App),2025-04-21,1,0,0,0,0.0,0.3
INT100251,SWGY15338,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-02-14,1,0,0,0,0.0,5.56
INT100252,SWGY15250,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-11,1,1,0,0,0.0,5.96
INT100253,SWGY10198,INSTAMART_10MIN_PUSH,Push Notification (App),2024-11-28,1,1,1,1,100.51,0.36
INT100254,SWGY11334,INSTAMART_10MIN_PUSH,Push Notification (App),2025-05-28,1,1,0,0,0.0,0.44
INT100255,SWGY15421,INSTAMART_10MIN_PUSH,Push Notification (App),2025-02-19,1,1,1,0,0.0,0.44
INT100256,SWGY11280,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-07-02,1,0,0,0,0.0,4.87
INT100257,SWGY10118,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-06-14,1,1,1,0,0.0,3.49
INT100259,SWGY10656,IPL_2025_SPONSORSHIP,Push Notification (App),2024-12-19,1,1,0,0,0.0,0.34
INT100260,SWGY14406,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-08-07,1,1,0,0,0.0,0.47
INT100261,SWGY11726,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-09-21,1,0,0,0,0.0,0.76
INT100262,SWGY12001,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-16,1,1,0,0,0.0,0.77
INT100263,SWGY12318,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-01-29,1,0,0,0,0.0,5.52
INT100264,SWGY12609,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-09-26,1,0,0,0,0.0,4.29
INT100265,SWGY12498,WINBACK_DORMANT_USERS,Push Notification (App),2024-09-20,1,0,0,0,0.0,0.29
INT100266,SWGY11004,REFERRAL_GROWTH_DRIVE,Referral,2024-10-10,1,1,0,0,0.0,1.78
INT100267,SWGY10504,IPL_2025_SPONSORSHIP,Push Notification (App),2024-05-31,1,0,0,0,0.0,0.29
INT100268,SWGY10995,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-06-29,1,0,0,0,0.0,3.88
INT100269,SWGY12929,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-20,1,1,0,0,0.0,0.37
INT100270,SWGY10511,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-02-05,1,1,1,0,0.0,4.46
INT100271,SWGY14075,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-10,1,1,1,0,0.0,0.36
INT100272,SWGY11395,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-07-16,1,1,1,1,172.33,0.25
INT100273,SWGY13619,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-01-18,1,1,0,0,0.0,0.33
INT100274,SWGY13394,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-21,1,1,0,0,0.0,0.32
INT100275,SWGY15965,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-02,1,1,1,0,0.0,5.3
INT100276,SWGY10842,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-01-14,1,0,0,0,0.0,3.9
INT100277,SWGY13668,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-13,1,0,0,0,0.0,2.73
INT100278,SWGY15498,INSTAMART_10MIN_PUSH,Push Notification (App),2024-07-13,1,1,0,0,0.0,0.37
INT100279,SWGY13929,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-01-13,1,0,0,0,0.0,0.36
INT100281,SWGY10050,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-06-27,1,0,0,0,0.0,6.63
INT100282,SWGY12929,WINBACK_DORMANT_USERS,Push Notification (App),2025-01-08,1,0,0,0,0.0,0.32
INT100283,SWGY15507,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-15,1,1,0,0,0.0,6.43
INT100284,SWGY13436,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-05,1,0,0,0,0.0,5.61
INT100285,SWGY15099,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-10-31,1,1,0,0,0.0,0.25
INT100286,SWGY12201,IPL_2025_SPONSORSHIP,Push Notification (App),2024-12-25,1,0,0,0,0.0,0.46
INT100287,SWGY13834,SWIGGY_ONE_LAUNCH,Paid Social,2024-10-09,1,1,0,0,0.0,4.73
INT100288,SWGY11847,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-06-05,1,1,1,0,0.0,4.16
INT100289,SWGY13936,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-21,1,1,0,0,0.0,0.22
INT100290,SWGY15152,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-12-15,1,1,0,0,0.0,6.33
INT100291,SWGY13183,SWIGGY_ONE_LAUNCH,Paid Social,2023-11-19,1,0,0,0,0.0,4.1
INT100292,SWGY15511,IPL_2025_SPONSORSHIP,Push Notification (App),2024-08-06,1,0,0,0,0.0,0.39
INT100294,SWGY11005,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-03,1,1,1,0,0.0,6.45
INT100295,SWGY10301,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-28,1,1,0,0,0.0,0.51
INT100296,SWGY12044,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-10,1,1,0,0,0.0,0.45
INT100297,SWGY10362,SWIGGY_ONE_LAUNCH,Paid Social,2024-11-29,1,1,0,0,0.0,5.85
INT100298,SWGY10277,SWIGGY_ONE_LAUNCH,Paid Social,2025-03-08,1,1,1,1,95.5,3.74
INT100299,SWGY15361,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-03-24,1,1,0,0,0.0,4.93
INT100300,SWGY14406,REFERRAL_GROWTH_DRIVE,Referral,2024-04-17,1,0,0,0,0.0,2.29
INT100301,SWGY13084,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-13,1,1,0,0,0.0,0.21
INT100302,SWGY14454,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-10-10,1,1,0,0,0.0,5.03
INT100303,SWGY15620,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-02-04,1,1,0,0,0.0,4.88
INT100304,SWGY15283,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-03,1,1,1,0,0.0,0.44
INT100305,SWGY11769,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-06,1,0,0,0,0.0,4.09
INT100306,SWGY14619,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-17,1,0,0,0,0.0,0.35
INT100307,SWGY10703,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-20,1,0,0,0,0.0,0.31
INT100308,SWGY10740,INSTAMART_10MIN_PUSH,Push Notification (App),2024-11-04,1,0,0,0,0.0,0.43
INT100309,SWGY10875,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2023-12-18,1,0,0,0,0.0,4.35
INT100310,SWGY14396,REFERRAL_GROWTH_DRIVE,Referral,2025-06-01,1,1,1,0,0.0,2.11
INT100311,SWGY13473,WINBACK_DORMANT_USERS,Push Notification (App),2025-04-30,1,1,1,0,0.0,0.32
INT100312,SWGY10607,WINBACK_DORMANT_USERS,Push Notification (App),2023-10-30,1,1,1,0,0.0,0.51
INT100313,SWGY15157,REFERRAL_GROWTH_DRIVE,Referral,2025-06-28,1,0,0,0,0.0,1.59
INT100315,SWGY10569,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-10-29,1,1,1,0,0.0,5.06
INT100316,SWGY14700,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-09-04,1,1,0,0,0.0,0.27
INT100317,SWGY10672,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-05-19,1,1,0,0,0.0,0.23
INT100318,SWGY14213,REFERRAL_GROWTH_DRIVE,Referral,2025-06-07,1,1,0,0,0.0,2.25
INT100319,SWGY13886,SWIGGY_ONE_LAUNCH,Paid Social,2025-01-04,1,1,0,0,0.0,4.94
INT100321,SWGY14720,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-05,1,0,0,0,0.0,0.5
INT100322,SWGY13701,REFERRAL_GROWTH_DRIVE,Referral,2024-11-18,1,0,0,0,0.0,2.29
INT100323,SWGY12038,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-10-10,1,1,0,0,0.0,0.29
INT100324,SWGY12073,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-21,1,0,0,0,0.0,5.05
INT100325,SWGY14368,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-14,1,1,0,0,0.0,0.21
INT100326,SWGY12301,REFERRAL_GROWTH_DRIVE,Referral,2024-11-28,1,1,0,0,0.0,1.35
INT100327,SWGY10455,IPL_2025_SPONSORSHIP,Push Notification (App),2024-08-22,1,0,0,0,0.0,0.33
INT100328,SWGY13864,REFERRAL_GROWTH_DRIVE,Referral,2024-11-20,1,1,1,1,125.19,1.35
INT100329,SWGY11437,WINBACK_DORMANT_USERS,Push Notification (App),2024-08-14,1,0,0,0,0.0,0.51
INT100330,SWGY12895,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-05,1,0,0,0,0.0,4.21
INT100331,SWGY12419,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-05,1,1,0,0,0.0,0.3
INT100332,SWGY13508,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-15,1,1,0,0,0.0,0.5
INT100333,SWGY13858,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-09-03,1,1,0,0,0.0,2.19
INT100334,SWGY13314,SWIGGY_ONE_LAUNCH,Paid Social,2024-09-24,1,1,1,0,0.0,5.37
INT100335,SWGY11029,SWIGGY_ONE_LAUNCH,Paid Social,2025-06-02,1,0,0,0,0.0,3.89
INT100336,SWGY12748,WINBACK_DORMANT_USERS,Swiggy One Emailer,2023-10-10,1,1,0,0,0.0,0.27
INT100337,SWGY14302,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-08,1,1,0,0,0.0,0.54
INT100338,SWGY11170,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-06-07,1,1,0,0,0.0,0.78
INT100339,SWGY10340,REFERRAL_GROWTH_DRIVE,Referral,2025-06-12,1,1,1,0,0.0,1.87
INT100341,SWGY10295,WINBACK_DORMANT_USERS,Push Notification (App),2024-02-01,1,0,0,0,0.0,0.49
INT100342,SWGY11483,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2023-11-10,1,1,1,0,0.0,3.28
INT100343,SWGY13692,WINBACK_DORMANT_USERS,Push Notification (App),2024-06-09,1,1,1,1,156.68,0.36
INT100344,SWGY11235,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-11-18,1,0,0,0,0.0,2.41
INT100346,SWGY10935,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-09-23,1,0,0,0,0.0,3.98
INT100347,SWGY14906,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-24,1,1,1,1,60.81,5.24
INT100348,SWGY13767,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-17,1,1,1,0,0.0,0.39
INT100351,SWGY13172,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-01,1,0,0,0,0.0,0.34
INT100352,SWGY15647,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-05-31,1,0,0,0,0.0,0.24
INT100353,SWGY15604,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-11,1,1,1,0,0.0,0.56
INT100354,SWGY14428,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-04-02,1,1,0,0,0.0,5.63
INT100355,SWGY13207,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-01-24,1,0,0,0,0.0,5.83
INT100356,SWGY14545,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-21,1,1,0,0,0.0,4.87
INT100358,SWGY13572,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-20,1,1,0,0,0.0,0.47
INT100359,SWGY10264,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-22,1,0,0,0,0.0,2.59
INT100360,SWGY11652,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-19,1,1,0,0,0.0,3.52
INT100362,SWGY13983,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-10-09,1,1,0,0,0.0,4.22
INT100363,SWGY10602,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-06,1,0,0,0,0.0,4.82
INT100364,SWGY12061,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-01-04,1,0,0,0,0.0,0.59
INT100365,SWGY12772,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-04-13,1,0,0,0,0.0,3.98
INT100366,SWGY13448,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-05-30,1,1,0,0,0.0,3.76
INT100367,SWGY11739,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-06-01,1,0,0,0,0.0,0.48
INT100368,SWGY15604,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-22,1,0,0,0,0.0,0.42
INT100369,SWGY10056,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-27,1,1,0,0,0.0,0.31
INT100370,SWGY12976,IPL_2025_SPONSORSHIP,Push Notification (App),2023-11-21,1,1,0,0,0.0,0.51
INT100372,SWGY12300,REFERRAL_GROWTH_DRIVE,Referral,2025-05-29,1,1,0,0,0.0,2.24
INT100374,SWGY14017,REFERRAL_GROWTH_DRIVE,Referral,2025-06-20,1,0,0,0,0.0,1.88
INT100375,SWGY14795,IPL_2025_SPONSORSHIP,Push Notification (App),2023-12-04,1,1,0,0,0.0,0.42
INT100376,SWGY12028,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-06-27,1,0,0,0,0.0,0.46
INT100377,SWGY13478,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-09,1,0,0,0,0.0,5.07
INT100378,SWGY14071,WINBACK_DORMANT_USERS,Push Notification (App),2024-09-19,1,0,0,0,0.0,0.47
INT100379,SWGY10328,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-05-22,1,0,0,0,0.0,2.75
INT100380,SWGY10710,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-26,1,0,0,0,0.0,0.27
INT100381,SWGY10524,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-05,1,0,0,0,0.0,0.28
INT100382,SWGY14819,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-05-10,1,1,1,0,0.0,3.87
INT100383,SWGY13015,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-11-24,1,0,0,0,0.0,5.56
INT100384,SWGY13628,REFERRAL_GROWTH_DRIVE,Referral,2025-06-30,1,1,0,0,0.0,1.44
INT100385,SWGY15901,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-05-23,1,0,0,0,0.0,0.23
INT100386,SWGY14532,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-23,1,0,0,0,0.0,0.37
INT100387,SWGY12301,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-11,1,0,0,0,0.0,0.34
INT100388,SWGY15880,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-11-28,1,1,1,1,282.16,4.2
INT100389,SWGY12803,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-03-28,1,1,0,0,0.0,4.34
INT100390,SWGY11297,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-22,1,1,0,0,0.0,2.9
INT100391,SWGY11718,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-27,1,0,0,0,0.0,4.81
INT100392,SWGY15721,INSTAMART_10MIN_PUSH,Push Notification (App),2024-07-26,1,1,0,0,0.0,0.48
INT100393,SWGY10815,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-07-28,1,1,0,0,0.0,3.46
INT100394,SWGY11792,SWIGGY_ONE_LAUNCH,Paid Social,2024-12-16,1,0,0,0,0.0,5.57
INT100395,SWGY10301,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-29,1,0,0,0,0.0,0.29
INT100396,SWGY14094,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-13,1,1,1,0,0.0,3.62
INT100397,SWGY13703,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-29,1,1,0,0,0.0,6.67
INT100398,SWGY14792,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-14,1,0,0,0,0.0,4.53
INT100399,SWGY11240,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-30,1,1,0,0,0.0,0.5
INT100400,SWGY13618,WINBACK_DORMANT_USERS,Swiggy One Emailer,2023-12-14,1,0,0,0,0.0,0.32
INT100401,SWGY12604,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-27,1,0,0,0,0.0,0.31
INT100402,SWGY14267,REFERRAL_GROWTH_DRIVE,Referral,2025-01-27,1,1,1,0,0.0,1.62
INT100404,SWGY13885,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-11,1,1,0,0,0.0,4.91
INT100405,SWGY12660,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-02,1,0,0,0,0.0,0.33
INT100406,SWGY12483,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-12-03,1,0,0,0,0.0,0.62
INT100407,SWGY14556,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-03-30,1,1,0,0,0.0,2.72
INT100408,SWGY10474,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2025-06-07,1,1,0,0,0.0,0.36
INT100409,SWGY14743,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-09-19,1,1,0,0,0.0,0.31
INT100410,SWGY15861,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-28,1,1,1,0,0.0,4.38
INT100412,SWGY15729,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-19,1,1,0,0,0.0,0.21
INT100413,SWGY14365,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-12-10,1,1,0,0,0.0,0.62
INT100415,SWGY13554,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-20,1,0,0,0,0.0,3.31
INT100416,SWGY13426,REFERRAL_GROWTH_DRIVE,Referral,2024-10-25,1,0,0,0,0.0,1.72
INT100417,SWGY15616,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-18,1,1,1,0,0.0,5.14
INT100418,SWGY14134,IPL_2025_SPONSORSHIP,Push Notification (App),2025-01-12,1,1,1,1,44.92,0.33
INT100419,SWGY13275,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-04-03,1,1,0,0,0.0,3.58
INT100420,SWGY12198,SWIGGY_ONE_LAUNCH,Paid Social,2025-03-08,1,1,1,0,0.0,4.66
INT100422,SWGY15566,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-03-12,1,0,0,0,0.0,4.63
INT100423,SWGY13363,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-18,1,1,0,0,0.0,0.32
INT100424,SWGY11594,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-05-20,1,1,1,0,0.0,4.74
INT100425,SWGY10694,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-11-12,1,0,0,0,0.0,5.27
INT100427,SWGY11580,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-04-08,1,1,0,0,0.0,3.88
INT100428,SWGY12068,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-10-14,1,1,0,0,0.0,0.22
INT100429,SWGY12116,IPL_2025_SPONSORSHIP,Push Notification (App),2024-08-31,1,1,1,1,183.73,0.42
INT100430,SWGY15388,WINBACK_DORMANT_USERS,Push Notification (App),2024-11-21,1,1,0,0,0.0,0.47
INT100431,SWGY14387,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-22,1,0,0,0,0.0,3.53
INT100432,SWGY10055,REFERRAL_GROWTH_DRIVE,Referral,2025-06-26,1,1,0,0,0.0,1.38
INT100433,SWGY14397,REFERRAL_GROWTH_DRIVE,Referral,2024-12-15,1,0,0,0,0.0,2.33
INT100434,SWGY10416,REFERRAL_GROWTH_DRIVE,Referral,2025-02-11,1,1,0,0,0.0,1.43
INT100435,SWGY15622,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-08-08,1,1,0,0,0.0,6.73
INT100436,SWGY15114,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-12,1,0,0,0,0.0,5.47
INT100437,SWGY13789,IPL_2025_SPONSORSHIP,Push Notification (App),2024-12-22,1,1,0,0,0.0,0.42
INT100438,SWGY15860,SWIGGY_ONE_LAUNCH,Paid Social,2025-04-13,1,1,1,1,267.27,5.45
INT100440,SWGY12723,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-24,1,0,0,0,0.0,0.32
INT100441,SWGY12273,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-08-09,1,1,0,0,0.0,0.34
INT100442,SWGY11077,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-11,1,0,0,0,0.0,0.46
INT100443,SWGY13470,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-15,1,1,1,0,0.0,0.26
INT100445,SWGY10064,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-06-14,1,1,1,1,180.29,4.77
INT100446,SWGY13228,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-01,1,0,0,0,0.0,0.39
INT100447,SWGY14383,SWIGGY_ONE_LAUNCH,Swiggy One Emailer,2024-04-26,1,0,0,0,0.0,0.39
INT100448,SWGY14221,WINBACK_DORMANT_USERS,Push Notification (App),2024-02-17,1,0,0,0,0.0,0.38
INT100449,SWGY13102,IPL_2025_SPONSORSHIP,Push Notification (App),2025-06-29,1,0,0,0,0.0,0.46
INT100450,SWGY10649,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-04-07,1,1,0,0,0.0,4.19
INT100452,SWGY12902,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-04-12,1,1,0,0,0.0,0.68
INT100453,SWGY15886,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-01-30,1,0,0,0,0.0,3.78
INT100454,SWGY15460,IPL_2025_SPONSORSHIP,Push Notification (App),2024-12-06,1,0,0,0,0.0,0.33
INT100455,SWGY11302,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2024-07-07,1,1,0,0,0.0,4.54
INT100456,SWGY12206,WINBACK_DORMANT_USERS,Swiggy One Emailer,2024-07-18,1,0,0,0,0.0,0.29
INT100458,SWGY15178,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2024-01-09,1,0,0,0,0.0,0.77
INT100460,SWGY15829,INSTAMART_10MIN_PUSH,Push Notification (App),2024-08-12,1,0,0,0,0.0,0.3
INT100461,SWGY15729,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-28,1,1,0,0,0.0,0.48
INT100462,SWGY10694,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-26,1,0,0,0,0.0,3.65
INT100464,SWGY13548,INSTAMART_10MIN_PUSH,Performance Ads (Search/Display),2025-02-01,1,1,0,0,0.0,4.21
INT100465,SWGY15699,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-18,1,1,0,0,0.0,0.32
INT100466,SWGY13216,IPL_2025_SPONSORSHIP,Push Notification (App),2024-01-16,1,0,0,0,0.0,0.29
INT100467,SWGY12199,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-12-12,1,1,1,0,0.0,3.8
INT100468,SWGY12292,NEW_CITY_LAUNCH_PUSH,Organic App / SEO,2025-04-11,1,0,0,0,0.0,0.75
INT100469,SWGY11529,IPL_2025_SPONSORSHIP,Push Notification (App),2024-05-25,1,0,0,0,0.0,0.51
INT100470,SWGY15659,SWIGGY_ONE_LAUNCH,Paid Social,2024-03-24,1,1,0,0,0.0,5.9
INT100471,SWGY11657,INSTAMART_10MIN_PUSH,Push Notification (App),2024-02-27,1,0,0,0,0.0,0.35
INT100472,SWGY12059,IPL_2025_SPONSORSHIP,Push Notification (App),2024-06-22,1,1,0,0,0.0,0.44
INT100475,SWGY11696,WINBACK_DORMANT_USERS,Push Notification (App),2025-06-28,1,0,0,0,0.0,0.32
INT100476,SWGY11806,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-27,1,0,0,0,0.0,5.0
INT100477,SWGY11564,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-07-20,1,1,0,0,0.0,3.01
INT100479,SWGY10822,INSTAMART_10MIN_PUSH,Push Notification (App),2025-06-22,1,0,0,0,0.0,0.47
INT100480,SWGY10939,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-06-12,1,1,0,0,0.0,4.93
INT100481,SWGY12309,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-16,1,1,1,1,144.57,3.93
INT100482,SWGY11873,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-05-24,1,1,1,0,0.0,3.58
INT100484,SWGY12317,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2025-06-29,1,1,0,0,0.0,3.02
INT100485,SWGY10077,WINBACK_DORMANT_USERS,Swiggy One Emailer,2025-06-25,1,0,0,0,0.0,0.32
INT100486,SWGY10405,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2025-06-08,1,1,1,1,124.2,5.28
INT100487,SWGY12992,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-09-08,1,0,0,0,0.0,3.59
INT100488,SWGY12235,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2023-11-21,1,1,1,0,0.0,5.6
INT100489,SWGY12995,WINBACK_DORMANT_USERS,Push Notification (App),2024-06-30,1,0,0,0,0.0,0.5
INT100490,SWGY12691,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2025-03-01,1,0,0,0,0.0,4.94
INT100491,SWGY14663,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-09-25,1,1,1,0,0.0,6.2
INT100493,SWGY14872,IPL_2025_SPONSORSHIP,IPL / Sponsorship,2024-07-31,1,1,0,0,0.0,3.67
INT100494,SWGY15612,FESTIVE_LAXMI_CAMPAIGN,Paid Social,2024-07-04,1,1,0,0,0.0,4.04
INT100495,SWGY15970,FESTIVE_LAXMI_CAMPAIGN,Performance Ads (Search/Display),2024-10-18,1,1,1,0,0.0,5.15
INT100496,SWGY11446,SWIGGY_ONE_LAUNCH,Paid Social,2025-05-12,1,0,0,0,0.0,3.29
INT100497,SWGY15746,WINBACK_DORMANT_USERS,Push Notification (App),2023-12-27,1,1,0,0,0.0,0.49
INT100498,SWGY13640,WINBACK_DORMANT_USERS,Push Notification (App),2025-01-06,1,0,0,0,0.0,0.43
